owner_id,age,gender,district,city_quarter,breed1,breed1_mixed_breed,breed2,breed_type,dog_year_of_birth,gender_dog,dog_color,roster,first_appearance,appearances,dog_count,dog_age,dog_stage,age_group,age_range,breed1_std
121563,71-80,w,11.0,115.0,Deutscher Boxer,pure_breed,,I,2013,w,dunkel gestromt,2016,2015,3,1,4,adult,71+,70s,BOXER
121564,51-60,w,11.0,111.0,West Highland White Terrier,pure_breed,,K,2004,w,weiss,2016,2015,3,1,13,senior,51-60,50s,WEST HIGHLAND WHITE TERRIER
121567,41-50,w,4.0,44.0,Bichon frisé,pure_breed,,K,2013,m,weiss,2016,2015,2,1,4,adult,41-50,40s,BICHON FRISE
121569,31-40,w,12.0,123.0,Chihuahua,pure_breed,,K,2013,w,tricolor,2016,2015,3,1,4,adult,31-40,30s,CHIHUAHUA
121571,21-30,w,11.0,115.0,Windhund,Mischling,Prager Rattler,I,2013,m,schwarz,2016,2015,3,1,4,adult,11-30,20s,AFGHAN HOUND
121575,31-40,w,5.0,52.0,Malteser,pure_breed,,K,2013,w,weiss,2016,2015,2,1,4,adult,31-40,30s,MALTESE
121584,31-40,w,11.0,119.0,Chihuahua,pure_breed,,K,2013,m,schwarz/braun,2016,2015,3,1,4,adult,31-40,30s,CHIHUAHUA
121588,41-50,w,9.0,91.0,Labrador Retriever,pure_breed,,I,2013,m,schwarz,2016,2015,3,1,4,adult,41-50,40s,LABRADOR RETRIEVER
121589,11-20,w,9.0,92.0,Chihuahua,pure_breed,,K,2013,m,weiss/braun,2016,2015,2,1,4,adult,11-30,10s,CHIHUAHUA
121591,31-40,w,11.0,111.0,Malteser,Mischling,,K,2013,m,weiss,2016,2015,3,1,4,adult,31-40,30s,MALTESE
121595,31-40,w,5.0,51.0,Border Collie,pure_breed,,I,2013,m,rotbraun/weiss,2016,2015,3,1,4,adult,31-40,30s,BORDER COLLIE
121652,31-40,m,5.0,52.0,Appenzeller Sennenhund,Mischling,Jack Russel Terrier,I,2008,m,schwarz/weiss/braun,2016,2015,3,1,9,senior,31-40,30s,APPENZELL CATTLE DOG
121689,31-40,m,2.0,21.0,Yorkshire Terrier,pure_breed,,K,2008,w,steelblue,2016,2015,3,1,9,senior,31-40,30s,YORKSHIRE TERRIER
121700,61-70,m,2.0,21.0,Shih Tzu,pure_breed,,K,2013,m,schwarz,2016,2015,3,1,4,adult,61-70,60s,SHIH TZU
121714,21-30,w,11.0,119.0,Chihuahua,pure_breed,,K,2012,m,weiss/braun,2016,2015,2,1,5,adult,11-30,20s,CHIHUAHUA
121718,31-40,m,11.0,119.0,Mischling klein,Mischling,,K,2004,w,braun,2016,2015,3,1,13,senior,31-40,30s,MISCHLING
121732,21-30,m,10.0,102.0,Mischling klein,Mischling,,K,2003,w,braun,2016,2015,3,1,14,senior,11-30,20s,MISCHLING
121736,61-70,w,4.0,42.0,Yorkshire Terrier,pure_breed,,K,2014,m,braun/schwarz,2016,2015,3,1,3,puppy,61-70,60s,YORKSHIRE TERRIER
121738,41-50,w,10.0,102.0,Bichon frisé,pure_breed,,K,2009,w,weiss,2016,2015,3,1,8,adult,41-50,40s,BICHON FRISE
121746,31-40,m,11.0,115.0,Golden Retriever,pure_breed,,I,2014,m,golden,2016,2015,3,1,3,puppy,31-40,30s,GOLDEN RETRIEVER
121747,21-30,w,3.0,31.0,Bolonka Zwetna,pure_breed,,K,2014,m,choco,2016,2015,3,1,3,puppy,11-30,20s,RUSSIAN TSVETNAYA BOLONKA
121749,31-40,w,6.0,63.0,Jack Russel Terrier,pure_breed,,K,2013,w,tricolor,2016,2015,3,1,4,adult,31-40,30s,JACK RUSSELL TERRIER
121750,11-20,w,6.0,61.0,Yorkshire Terrier,pure_breed,,K,2014,w,schwarz/braun,2016,2015,3,1,3,puppy,11-30,10s,YORKSHIRE TERRIER
121786,21-30,w,11.0,119.0,Mops,pure_breed,,K,2011,m,beige,2016,2015,3,1,6,adult,11-30,20s,PUG
121787,31-40,m,11.0,111.0,Deutscher Schäfer,pure_breed,,I,2012,m,grau,2016,2015,3,1,5,adult,31-40,30s,GERMAN SHEPHERD DOG
121799,41-50,w,2.0,21.0,Chihuahua,pure_breed,,K,2014,w,rot/weiss,2016,2015,3,1,3,puppy,41-50,40s,CHIHUAHUA
121800,51-60,w,11.0,115.0,Malteser,pure_breed,,K,2013,m,weiss,2016,2015,3,1,4,adult,51-60,50s,MALTESE
121801,21-30,w,8.0,81.0,Chihuahua,pure_breed,,K,2013,w,weiss/rot,2016,2015,3,1,4,adult,11-30,20s,CHIHUAHUA
121818,61-70,m,9.0,92.0,Cocker Spaniel,pure_breed,,K,2007,m,schwarz,2016,2015,3,1,10,senior,61-70,60s,AMERICAN COCKER SPANIEL
121835,21-30,m,11.0,111.0,Mops,pure_breed,,K,2007,w,braun gestromt,2016,2015,3,1,10,senior,11-30,20s,PUG
121840,51-60,m,10.0,102.0,Tibet Terrier,pure_breed,,K,2013,m,weiss/schwarz,2016,2015,3,1,4,adult,51-60,50s,TIBETAN TERRIER
121859,31-40,w,5.0,51.0,Cocker Spaniel,Mischling,,K,2014,m,grau/schwarz,2016,2015,3,1,3,puppy,31-40,30s,AMERICAN COCKER SPANIEL
121862,51-60,w,7.0,74.0,Mischling klein,Mischling,,K,2008,w,schwarz,2016,2015,3,1,9,senior,51-60,50s,MISCHLING
121867,41-50,w,11.0,119.0,Yorkshire Terrier,pure_breed,,K,2013,m,black/tan,2016,2015,3,1,4,adult,41-50,40s,YORKSHIRE TERRIER
121871,41-50,w,11.0,119.0,Mops,pure_breed,,K,2013,w,schwarz,2016,2015,3,1,4,adult,41-50,40s,PUG
121880,91-100,w,3.0,31.0,Chihuahua,pure_breed,,K,2005,m,schwarz/weiss,2016,2015,2,1,12,senior,71+,90s,CHIHUAHUA
121881,21-30,m,12.0,122.0,Chihuahua,Mischling,Pekingese,K,2009,w,blondfarben,2016,2015,3,1,8,adult,11-30,20s,CHIHUAHUA
121883,21-30,w,7.0,74.0,Zwergpinscher,Mischling,Rehpinscher,K,2014,w,schwarz/braun,2016,2015,3,1,3,puppy,11-30,20s,MINIATURE PINSCHER
121913,61-70,m,5.0,51.0,Papillon,Mischling,Chihuahua,K,2013,m,schwarz/weiss,2016,2015,3,1,4,adult,61-70,60s,CONTINENTAL TOY SPANIEL
121916,41-50,w,4.0,44.0,Französische Bulldogge,pure_breed,,K,2013,m,schwarz/weiss,2016,2015,3,1,4,adult,41-50,40s,FRENCH BULLDOG
121917,41-50,w,4.0,42.0,Toypudel,pure_breed,,K,2004,m,schwarz,2016,2015,2,1,13,senior,41-50,40s,POODLE
121924,31-40,m,11.0,119.0,Labrador Retriever,pure_breed,,I,2013,m,schwarz,2016,2015,3,1,4,adult,31-40,30s,LABRADOR RETRIEVER
121931,21-30,w,6.0,61.0,Französische Bulldogge,pure_breed,,K,2013,w,brindle,2016,2015,3,1,4,adult,11-30,20s,FRENCH BULLDOG
121933,31-40,w,12.0,122.0,Terrier,Mischling,,K,2013,m,braun,2016,2015,2,1,4,adult,31-40,30s,AIREDALE TERRIER
121934,61-70,m,8.0,81.0,Mischling klein,Mischling,,K,2013,w,schwarz/weiss,2016,2015,3,1,4,adult,61-70,60s,MISCHLING
121937,21-30,w,9.0,91.0,Yorkshire Terrier,pure_breed,,K,2013,m,braun/schwarz,2016,2015,3,1,4,adult,11-30,20s,YORKSHIRE TERRIER
121940,21-30,m,11.0,115.0,Jack Russel Terrier,pure_breed,,K,2013,w,braun/weiss,2016,2015,2,1,4,adult,11-30,20s,JACK RUSSELL TERRIER
121951,21-30,m,11.0,111.0,Malteser,pure_breed,,K,2013,w,weiss,2016,2015,3,1,4,adult,11-30,20s,MALTESE
121953,51-60,m,9.0,91.0,Yorkshire Terrier,pure_breed,,K,2013,w,tricolor,2016,2015,3,1,4,adult,51-60,50s,YORKSHIRE TERRIER
121962,81-90,w,6.0,63.0,Mischling klein,Mischling,,K,2005,m,braun,2016,2015,3,1,12,senior,71+,80s,MISCHLING
121965,31-40,w,6.0,61.0,Malteser,Mischling,,K,2013,m,weiss,2016,2015,3,1,4,adult,31-40,30s,MALTESE
121968,21-30,w,6.0,61.0,Mops,pure_breed,,K,2013,m,beige,2016,2015,3,1,4,adult,11-30,20s,PUG
121969,21-30,w,11.0,119.0,Chihuahua,pure_breed,,K,2013,m,weiss/schwarz,2016,2015,3,1,4,adult,11-30,20s,CHIHUAHUA
121979,61-70,w,9.0,91.0,Mops,pure_breed,,K,2013,w,braun/schwarz,2016,2015,3,1,4,adult,61-70,60s,PUG
121984,21-30,m,4.0,42.0,Jack Russel Terrier,pure_breed,,K,2013,m,weiss/braun,2016,2015,3,1,4,adult,11-30,20s,JACK RUSSELL TERRIER
121985,21-30,w,12.0,122.0,Yorkshire Terrier,pure_breed,,K,2013,m,black/tan,2016,2015,3,1,4,adult,11-30,20s,YORKSHIRE TERRIER
121987,21-30,m,7.0,74.0,Mittelspitz,pure_breed,,K,2013,m,schwarz/weiss,2016,2015,3,1,4,adult,11-30,20s,
121989,31-40,w,11.0,111.0,Fox terrier,pure_breed,,K,2008,w,tricolor,2016,2015,3,1,9,senior,31-40,30s,ENGLISH TOY TERRIER (BLACK &TAN)
121992,21-30,w,6.0,61.0,Yorkshire Terrier,pure_breed,,K,2013,m,schwarz/braun,2016,2015,2,1,4,adult,11-30,20s,YORKSHIRE TERRIER
121993,21-30,w,9.0,92.0,Chihuahua,pure_breed,,K,2013,w,beige/weiss,2016,2015,3,2,4,adult,11-30,20s,CHIHUAHUA
121993,21-30,w,9.0,92.0,Chihuahua,pure_breed,,K,2011,w,black/tan,2016,2015,3,2,6,adult,11-30,20s,CHIHUAHUA
121994,41-50,w,4.0,41.0,Chihuahua,pure_breed,,K,2014,w,weiss,2016,2015,3,1,3,puppy,41-50,40s,CHIHUAHUA
121996,31-40,w,7.0,72.0,Dackel,Mischling,Pudel,K,2013,w,saufarben,2016,2015,2,1,4,adult,31-40,30s,DACHSHUND
122007,21-30,m,11.0,115.0,Boxer,Mischling,Jack Russel Terrier,I,2013,m,braun/weiss,2016,2015,3,1,4,adult,11-30,20s,BOXER
122008,51-60,w,3.0,33.0,Yorkshire Terrier,pure_breed,,K,2013,m,black/tan,2016,2015,2,1,4,adult,51-60,50s,YORKSHIRE TERRIER
122011,61-70,w,4.0,41.0,Labrador Retriever,pure_breed,,I,2014,m,gelb,2016,2015,3,1,3,puppy,61-70,60s,LABRADOR RETRIEVER
122012,21-30,w,3.0,34.0,Französische Bulldogge,pure_breed,,K,2013,m,grau,2016,2015,3,1,4,adult,11-30,20s,FRENCH BULLDOG
122016,61-70,m,9.0,92.0,Parson Jack Russell Terrier,pure_breed,,K,2013,w,tricolor,2016,2015,3,1,4,adult,61-70,60s,JACK RUSSELL TERRIER
122017,31-40,w,7.0,73.0,Malteser,pure_breed,,K,2013,m,weiss,2016,2015,3,1,4,adult,31-40,30s,MALTESE
122018,31-40,m,7.0,73.0,English Cocker Spaniel,pure_breed,,K,2013,m,blue/tan,2016,2015,3,1,4,adult,31-40,30s,ENGLISH COCKER SPANIEL
122020,41-50,m,1.0,11.0,Mischling klein,Mischling,,K,2013,m,weiss,2016,2015,2,1,4,adult,41-50,40s,MISCHLING
122021,51-60,m,4.0,42.0,Französische Bulldogge,pure_breed,,K,2013,m,schwarz,2016,2015,3,1,4,adult,51-60,50s,FRENCH BULLDOG
122026,41-50,m,5.0,51.0,Chihuahua,pure_breed,,K,2014,m,schwarz/braun,2016,2015,3,1,3,puppy,41-50,40s,CHIHUAHUA
122028,71-80,w,8.0,83.0,Leonberger,pure_breed,,I,2012,w,löwenfarbig,2016,2015,3,1,5,adult,71+,70s,LEONBERGER
122030,61-70,m,4.0,42.0,Chihuahua,pure_breed,,K,2013,m,braun/grau,2016,2015,3,1,4,adult,61-70,60s,CHIHUAHUA
122033,11-20,w,11.0,119.0,Chihuahua,pure_breed,,K,2013,w,schwarz/beige,2016,2015,3,1,4,adult,11-30,10s,CHIHUAHUA
122036,41-50,w,7.0,74.0,English Springer Spaniel,pure_breed,,I,2013,m,braun/weiss,2016,2015,2,1,4,adult,41-50,40s,ENGLISH SPRINGER SPANIEL
122041,41-50,m,4.0,42.0,Rhodesian Ridgeback,pure_breed,,I,2008,m,wheaton,2016,2015,3,2,9,senior,41-50,40s,RHODESIAN RIDGEBACK
122041,41-50,m,4.0,42.0,Rhodesian Ridgeback,pure_breed,,I,2009,m,wheaton,2016,2015,3,2,8,adult,41-50,40s,RHODESIAN RIDGEBACK
122044,41-50,w,3.0,33.0,Französische Bulldogge,pure_breed,,K,2011,w,schwarz/weiss,2016,2015,3,1,6,adult,41-50,40s,FRENCH BULLDOG
122046,61-70,w,12.0,122.0,Pinscher,pure_breed,,K,2013,m,hellbraun,2016,2015,3,1,4,adult,61-70,60s,AFFENPINSCHER
122048,31-40,w,11.0,115.0,Spitz,pure_breed,,K,2012,w,weiss,2016,2015,3,2,5,adult,31-40,30s,GERMAN SPITZ
122048,31-40,w,11.0,115.0,Chihuahua,pure_breed,,K,2013,m,schwarz/braun/weiss,2016,2015,3,2,4,adult,31-40,30s,CHIHUAHUA
122049,21-30,m,3.0,34.0,Labrador Retriever,pure_breed,,I,2014,m,braun,2016,2015,3,1,3,puppy,11-30,20s,LABRADOR RETRIEVER
122050,31-40,w,4.0,44.0,Chihuahua,pure_breed,,K,2013,m,braun/weiss,2016,2015,3,1,4,adult,31-40,30s,CHIHUAHUA
122067,41-50,w,2.0,21.0,Malteser,pure_breed,,K,2010,m,weiss,2016,2015,3,1,7,adult,41-50,40s,MALTESE
122070,31-40,m,11.0,119.0,Kleinspitz,pure_breed,,K,2013,w,tricolor,2016,2015,3,1,4,adult,31-40,30s,
122071,31-40,w,4.0,42.0,Fox terrier,Mischling,,K,2008,m,rot/weiss,2016,2015,2,1,9,senior,31-40,30s,ENGLISH TOY TERRIER (BLACK &TAN)
122072,31-40,w,7.0,74.0,Pudel,pure_breed,,K,2011,m,schwarz,2016,2015,3,1,6,adult,31-40,30s,POODLE
122078,21-30,m,10.0,102.0,Terrier,Mischling,,K,2013,w,weiss/schwarz,2016,2015,3,1,4,adult,11-30,20s,AIREDALE TERRIER
122079,31-40,w,3.0,31.0,Rhodesian Ridgeback,Mischling,Boxer,I,2012,m,braun/schwarz,2016,2015,3,1,5,adult,31-40,30s,RHODESIAN RIDGEBACK
122089,31-40,w,9.0,92.0,Mischling klein,Mischling,,K,2010,m,beige,2016,2015,3,1,7,adult,31-40,30s,MISCHLING
122090,31-40,m,12.0,121.0,Chihuahua,pure_breed,,K,2013,m,hellbraun,2016,2015,3,2,4,adult,31-40,30s,CHIHUAHUA
122090,31-40,m,12.0,121.0,Chihuahua,pure_breed,,K,2013,w,braun,2016,2015,3,2,4,adult,31-40,30s,CHIHUAHUA
122092,31-40,w,11.0,115.0,Mops,pure_breed,,K,2013,m,beige,2016,2015,3,1,4,adult,31-40,30s,PUG
122108,31-40,w,4.0,41.0,Zwergpinscher,Mischling,Rehpinscher,K,2014,w,schwarz/braun,2016,2015,3,1,3,puppy,31-40,30s,MINIATURE PINSCHER
122119,31-40,w,7.0,72.0,Border Collie,Mischling,,I,2011,w,schwarz/weiss,2016,2015,3,1,6,adult,31-40,30s,BORDER COLLIE
122139,61-70,w,12.0,122.0,Yorkshire Terrier,pure_breed,,K,2014,m,black/tan,2016,2015,3,1,3,puppy,61-70,60s,YORKSHIRE TERRIER
122140,21-30,w,10.0,101.0,Jack Russel Terrier,pure_breed,,K,2015,m,bicolor,2016,2015,3,2,2,puppy,11-30,20s,JACK RUSSELL TERRIER
122140,21-30,w,10.0,101.0,Jack Russel Terrier,pure_breed,,K,2014,w,tricolor,2016,2015,3,2,3,puppy,11-30,20s,JACK RUSSELL TERRIER
122142,51-60,m,3.0,33.0,Entlebucher Sennenhund,pure_breed,,I,2014,w,tricolor,2016,2015,2,1,3,puppy,51-60,50s,ENTLEBUCH CATTLE DOG
122151,31-40,w,5.0,51.0,Mops,pure_breed,,K,2012,w,beige,2016,2015,3,1,5,adult,31-40,30s,PUG
122160,21-30,w,4.0,44.0,Französische Bulldogge,pure_breed,,K,2014,m,braun/weiss,2016,2015,3,1,3,puppy,11-30,20s,FRENCH BULLDOG
122163,51-60,m,9.0,92.0,Zwergspitz,pure_breed,,K,2009,m,schwarz/weiss,2016,2015,3,1,8,adult,51-60,50s,GERMAN SPITZ
122226,31-40,m,8.0,81.0,Beagle,pure_breed,,K,2013,m,tricolor,2016,2015,3,1,4,adult,31-40,30s,BEAGLE
122235,31-40,w,11.0,115.0,Labrador Retriever,Mischling,Poodle,I,2011,m,blondfarben,2016,2015,2,1,6,adult,31-40,30s,LABRADOR RETRIEVER
122236,21-30,w,7.0,72.0,Labrador Retriever,pure_breed,,I,2007,m,schwarz,2016,2015,3,1,10,senior,11-30,20s,LABRADOR RETRIEVER
122237,21-30,m,8.0,82.0,Bergamasker,Mischling,Berner Sennenhund,I,2013,m,tricolor,2016,2015,3,1,4,adult,11-30,20s,BERGAMASCO SHEPHERD DOG
122238,31-40,w,2.0,23.0,Schäfer,pure_breed,,I,2013,m,schwarz/braun,2016,2015,3,1,4,adult,31-40,30s,GERMAN SHEPHERD DOG
122239,51-60,w,10.0,101.0,Labrador Retriever,Mischling,Golden Retriever,I,2005,m,blondfarben,2016,2015,3,1,12,senior,51-60,50s,LABRADOR RETRIEVER
122247,31-40,w,10.0,101.0,Miniature Australien Shepard,pure_breed,,K,2014,w,vierfarbig,2016,2015,3,1,3,puppy,31-40,30s,
122250,31-40,m,10.0,101.0,Mischling gross,Mischling,,I,2014,w,schwarz/braun,2016,2015,3,1,3,puppy,31-40,30s,MISCHLING
122257,21-30,m,12.0,123.0,Beagle,pure_breed,,K,2014,m,tricolor,2016,2015,3,1,3,puppy,11-30,20s,BEAGLE
122258,41-50,m,12.0,122.0,Chihuahua,pure_breed,,K,2013,w,schwarz/braun,2016,2015,3,1,4,adult,41-50,40s,CHIHUAHUA
122259,61-70,w,4.0,41.0,Toypudel,pure_breed,,K,2001,w,silber,2016,2015,2,1,16,senior,61-70,60s,POODLE
122260,51-60,m,6.0,63.0,Mischling gross,Mischling,,I,2011,m,braun/schwarz,2016,2015,3,1,6,adult,51-60,50s,MISCHLING
122261,21-30,w,5.0,52.0,Welsh Corgi Pembroke,pure_breed,,K,2014,m,rot/weiss,2016,2015,3,1,3,puppy,11-30,20s,
122268,31-40,w,11.0,111.0,Mischling klein,Mischling,,K,2010,w,schwarz,2016,2015,3,1,7,adult,31-40,30s,MISCHLING
122272,41-50,m,9.0,92.0,Chihuahua,pure_breed,,K,2013,w,hellbraun,2016,2015,3,1,4,adult,41-50,40s,CHIHUAHUA
122290,31-40,w,3.0,34.0,Basset,pure_breed,,K,2014,m,tricolor,2016,2015,3,1,3,puppy,31-40,30s,ALPINE DACHSBRACKE
122291,31-40,w,6.0,63.0,Rhodesian Ridgeback,pure_breed,,I,2014,m,braun,2016,2015,3,1,3,puppy,31-40,30s,RHODESIAN RIDGEBACK
122294,41-50,m,11.0,115.0,Windhund,pure_breed,,I,2013,w,gestromt,2016,2015,3,1,4,adult,41-50,40s,AFGHAN HOUND
122295,61-70,m,10.0,101.0,Chihuahua,pure_breed,,K,2013,w,weiss/braun,2016,2015,2,1,4,adult,61-70,60s,CHIHUAHUA
122310,41-50,w,12.0,121.0,Malteser,pure_breed,,K,2014,m,weiss,2016,2015,3,1,3,puppy,41-50,40s,MALTESE
122312,31-40,m,3.0,31.0,Mischling gross,Mischling,,I,2014,w,braun/schwarz,2016,2015,3,1,3,puppy,31-40,30s,MISCHLING
122313,21-30,w,9.0,91.0,Chihuahua,pure_breed,,K,2014,m,weiss,2016,2015,3,1,3,puppy,11-30,20s,CHIHUAHUA
122315,41-50,m,3.0,34.0,Golden Retriever,pure_breed,,I,2014,w,golden,2016,2015,3,1,3,puppy,41-50,40s,GOLDEN RETRIEVER
122356,31-40,w,9.0,92.0,Yorkshire Terrier,pure_breed,,K,2014,w,black/tan,2016,2015,3,1,3,puppy,31-40,30s,YORKSHIRE TERRIER
122367,21-30,w,9.0,92.0,Vorstehhund,Mischling,Boxer,I,2014,w,hellbraun,2016,2015,3,1,3,puppy,11-30,20s,ITALIAN POINTING DOG
122370,41-50,w,2.0,24.0,Labrador Retriever,Mischling,Golden Retriever,I,2010,w,blond/weiss,2016,2015,3,1,7,adult,41-50,40s,LABRADOR RETRIEVER
122376,41-50,m,4.0,42.0,English Cocker Spaniel,pure_breed,,K,2014,w,rot,2016,2015,3,1,3,puppy,41-50,40s,ENGLISH COCKER SPANIEL
122378,61-70,w,2.0,21.0,Portugiesischer Wasserhund,pure_breed,,I,2014,m,braun,2016,2015,3,1,3,puppy,61-70,60s,PORTUGUESE WATER DOG
122379,71-80,m,4.0,44.0,Pudel,pure_breed,,K,2002,w,schwarz,2016,2016,2,1,15,senior,71+,70s,POODLE
122385,21-30,w,11.0,111.0,Labrador Retriever,pure_breed,,I,2012,m,blondfarben,2016,2015,3,1,5,adult,11-30,20s,LABRADOR RETRIEVER
122389,41-50,m,2.0,21.0,American Cocker Spaniel,Mischling,Zwergpudel,K,2014,m,apricot,2016,2015,3,1,3,puppy,41-50,40s,AMERICAN COCKER SPANIEL
122409,41-50,m,2.0,24.0,Finnischer Lapphund,pure_breed,,I,2014,w,schwarz/beige,2016,2015,3,1,3,puppy,41-50,40s,FINNISH LAPPONIAN DOG
122415,31-40,w,10.0,102.0,Border Collie,pure_breed,,I,2014,w,schwarz/weiss,2016,2015,2,1,3,puppy,31-40,30s,BORDER COLLIE
122416,41-50,w,11.0,115.0,Französische Bulldogge,pure_breed,,K,2014,w,braun,2016,2015,3,1,3,puppy,41-50,40s,FRENCH BULLDOG
122417,51-60,w,4.0,44.0,Malteser,Mischling,,K,2014,m,weiss/beige,2016,2015,3,1,3,puppy,51-60,50s,MALTESE
122450,51-60,w,3.0,34.0,Malteser,pure_breed,,K,2014,m,weiss,2016,2015,3,1,3,puppy,51-60,50s,MALTESE
122454,41-50,m,8.0,81.0,Terrier,Mischling,,K,2003,m,weiss/beige,2016,2015,2,1,14,senior,41-50,40s,AIREDALE TERRIER
122464,31-40,m,2.0,23.0,Mischling gross,Mischling,,I,2012,w,weiss,2016,2015,3,2,5,adult,31-40,30s,MISCHLING
122464,31-40,m,2.0,23.0,Mischling klein,Mischling,,K,2012,w,schwarz,2016,2015,3,2,5,adult,31-40,30s,MISCHLING
122479,31-40,w,9.0,92.0,Cocker Spaniel,Mischling,,K,2014,m,braun/weiss,2016,2015,2,1,3,puppy,31-40,30s,AMERICAN COCKER SPANIEL
122481,21-30,w,12.0,122.0,Mops,pure_breed,,K,2014,m,beige,2016,2015,3,1,3,puppy,11-30,20s,PUG
122497,31-40,w,2.0,24.0,Terrier,Mischling,,K,2010,m,tricolor,2016,2015,3,1,7,adult,31-40,30s,AIREDALE TERRIER
122512,31-40,w,2.0,24.0,Irish Terrier,pure_breed,,I,2014,w,rot/beige,2016,2015,3,2,3,puppy,31-40,30s,IRISH TERRIER
122512,31-40,w,2.0,24.0,Irish Terrier,pure_breed,,I,2014,w,rot,2016,2015,3,2,3,puppy,31-40,30s,IRISH TERRIER
122513,31-40,w,7.0,73.0,Chihuahua,pure_breed,,K,2014,m,rot/braun,2016,2015,3,1,3,puppy,31-40,30s,CHIHUAHUA
122515,41-50,w,6.0,61.0,Australian Shepherd,Mischling,Pudel,I,2009,w,braun,2016,2015,3,1,8,adult,41-50,40s,AUSTRALIAN SHEPHERD
122521,21-30,w,9.0,92.0,Shar Pei,pure_breed,,I,2014,m,braun,2016,2015,3,1,3,puppy,11-30,20s,SHAR PEI
122524,21-30,w,11.0,119.0,Biewer Yorkshire Terrier,pure_breed,,K,2013,m,tricolor,2016,2015,3,1,4,adult,11-30,20s,YORKSHIRE TERRIER
122527,11-20,w,10.0,101.0,Mischling klein,Mischling,,K,2013,w,rot,2016,2015,2,1,4,adult,11-30,10s,MISCHLING
122531,61-70,m,3.0,31.0,Jack Russel Terrier,pure_breed,,K,2001,w,tricolor,2016,2015,2,1,16,senior,61-70,60s,JACK RUSSELL TERRIER
122541,21-30,m,10.0,102.0,Englische Bulldogge,pure_breed,,I,2012,m,weiss/braun,2016,2015,3,1,5,adult,11-30,20s,BULLDOG
122555,11-20,w,10.0,102.0,Französische Bulldogge,pure_breed,,K,2014,m,schwarz gestromt,2016,2015,2,1,3,puppy,11-30,10s,FRENCH BULLDOG
122561,21-30,w,4.0,44.0,American Bulldog,pure_breed,,I,2014,w,braun,2016,2015,3,1,3,puppy,11-30,20s,BULLDOG
122565,41-50,m,11.0,119.0,Yorkshire Terrier,pure_breed,,K,2014,m,blue/tan,2016,2015,3,1,3,puppy,41-50,40s,YORKSHIRE TERRIER
122610,31-40,m,6.0,61.0,Yorkshire Terrier,pure_breed,,K,2012,m,schwarz/braun/beige,2016,2015,3,1,5,adult,31-40,30s,YORKSHIRE TERRIER
122612,21-30,m,4.0,42.0,Französische Bulldogge,pure_breed,,K,2013,m,schwarz/weiss,2016,2015,3,1,4,adult,11-30,20s,FRENCH BULLDOG
122613,21-30,m,10.0,101.0,Französische Bulldogge,pure_breed,,K,2014,m,fauve,2016,2015,3,1,3,puppy,11-30,20s,FRENCH BULLDOG
122624,71-80,m,6.0,61.0,Mischling klein,Mischling,,K,2014,w,schwarz/weiss,2016,2015,3,1,3,puppy,71+,70s,MISCHLING
122627,21-30,w,8.0,81.0,Chihuahua,pure_breed,,K,2013,w,weiss,2016,2015,3,1,4,adult,11-30,20s,CHIHUAHUA
122630,41-50,w,6.0,61.0,Golden Retriever,pure_breed,,I,2014,w,golden,2016,2015,3,1,3,puppy,41-50,40s,GOLDEN RETRIEVER
122647,81-90,m,10.0,101.0,Terrier,Mischling,,K,2002,m,braun/beige,2016,2015,3,1,15,senior,71+,80s,AIREDALE TERRIER
122648,31-40,w,7.0,71.0,Pekingese,pure_breed,,K,2012,w,rot/weiss,2016,2015,3,1,5,adult,31-40,30s,PEKINGESE
122650,31-40,w,11.0,115.0,Shiba Inu,pure_breed,,K,2014,w,schwarz,2016,2015,3,1,3,puppy,31-40,30s,SHIBA
122680,41-50,w,2.0,24.0,Labrador Retriever,Mischling,Zwergpudel,I,2011,w,braun,2016,2015,3,1,6,adult,41-50,40s,LABRADOR RETRIEVER
122688,21-30,m,3.0,31.0,Berner Sennenhund,pure_breed,,I,2011,m,rotbraun/weiss,2016,2015,3,1,6,adult,11-30,20s,BERNESE MOUNTAIN DOG
122694,51-60,w,9.0,92.0,Pomeranian,Mischling,Zwergspitz,K,2011,w,beige,2016,2015,3,1,6,adult,51-60,50s,GERMAN SPITZ
122695,61-70,w,4.0,42.0,Cocker Spaniel,pure_breed,,K,2011,w,schwarz,2016,2015,3,1,6,adult,61-70,60s,AMERICAN COCKER SPANIEL
122699,61-70,w,12.0,123.0,Mischling klein,Mischling,,K,2012,w,weiss/beige,2016,2015,3,1,5,adult,61-70,60s,MISCHLING
122704,41-50,m,11.0,119.0,Yorkshire Terrier,pure_breed,,K,2011,m,black/tan,2016,2015,3,1,6,adult,41-50,40s,YORKSHIRE TERRIER
122705,21-30,w,5.0,51.0,Zwergspitz,pure_breed,,K,2012,m,orange,2016,2015,3,1,5,adult,11-30,20s,GERMAN SPITZ
122706,21-30,w,12.0,123.0,Chihuahua,pure_breed,,K,2012,m,tricolor,2016,2015,3,1,5,adult,11-30,20s,CHIHUAHUA
122713,41-50,w,11.0,111.0,Jack Russel Terrier,pure_breed,,K,2014,w,tricolor,2016,2015,3,1,3,puppy,41-50,40s,JACK RUSSELL TERRIER
122714,21-30,m,11.0,119.0,Toypudel,pure_breed,,K,2012,w,schwarz,2016,2015,3,1,5,adult,11-30,20s,POODLE
