owner_id,age,gender,district,city_quarter,breed1,breed1_mixed_breed,breed2,breed_type,dog_year_of_birth,gender_dog,dog_color,roster,first_appearance,appearances,dog_count,dog_age,dog_stage,age_group,age_range,breed1_std
119411,21-30,w,9.0,92.0,Mischling gross,Mischling,,I,2013,w,braun/schwarz,2015,2015,1,1,3,puppy,11-30,20s,MISCHLING
119412,51-60,m,2.0,21.0,Malamut,pure_breed,,I,2008,m,beige/weiss,2015,2015,2,1,8,adult,51-60,50s,ALASKAN MALAMUTE
119413,41-50,m,5.0,52.0,Chihuahua,pure_breed,,K,2013,w,tricolor,2015,2015,3,1,3,puppy,41-50,40s,CHIHUAHUA
119415,51-60,m,8.0,83.0,Field Spaniel,pure_breed,,I,2009,m,braun,2015,2015,3,1,7,adult,51-60,50s,FIELD SPANIEL
119421,41-50,w,7.0,71.0,Rauhaar Dackel,pure_breed,,K,2013,w,saufarben,2015,2015,3,1,3,puppy,41-50,40s,DACHSHUND
119422,21-30,w,6.0,61.0,English Cocker Spaniel,pure_breed,,K,2011,w,braun,2015,2015,3,1,5,adult,11-30,20s,ENGLISH COCKER SPANIEL
119424,21-30,m,11.0,119.0,Husky,Mischling,Schäfer,I,2013,m,schwarz/gelb,2015,2015,1,1,3,puppy,11-30,20s,SIBERIAN HUSKY
119427,81-90,w,6.0,63.0,Beagle,pure_breed,,K,2000,w,tricolor,2015,2015,2,1,16,senior,71+,80s,BEAGLE
119438,51-60,w,10.0,101.0,Deutscher Pinscher,pure_breed,,I,2013,w,hirschrot,2015,2015,3,1,3,puppy,51-60,50s,GERMAN PINSCHER
119441,41-50,m,3.0,33.0,Shih Tzu,pure_breed,,K,2003,m,schwarz/weiss,2015,2015,1,1,13,senior,41-50,40s,SHIH TZU
119452,81-90,w,12.0,123.0,Pekingese,Mischling,Dackel,K,2010,m,hellbraun,2015,2015,3,1,6,adult,71+,80s,PEKINGESE
119455,41-50,m,2.0,23.0,Golden Retriever,Mischling,Boxer,I,2011,m,schwarz,2015,2015,3,1,5,adult,41-50,40s,GOLDEN RETRIEVER
119458,61-70,w,8.0,82.0,Zwergdackel,pure_breed,,K,1999,m,braun,2015,2015,3,1,17,senior,61-70,60s,DACHSHUND
119459,61-70,w,6.0,63.0,Parson Jack Russell Terrier,pure_breed,,K,2013,w,weiss/schwarz,2015,2015,3,1,3,puppy,61-70,60s,JACK RUSSELL TERRIER
119462,41-50,w,3.0,31.0,Mischling klein,Mischling,,K,2012,w,grau,2015,2015,3,1,4,adult,41-50,40s,MISCHLING
119466,11-20,w,2.0,23.0,Pinscher,pure_breed,,K,2013,m,braun,2015,2015,3,1,3,puppy,11-30,10s,AFFENPINSCHER
119495,21-30,m,1.0,14.0,Mischling gross,Mischling,,I,2007,m,schwarz/braun/weiss,2015,2015,3,1,9,senior,11-30,20s,MISCHLING
119523,41-50,w,10.0,101.0,Lagotto Romagnolo,pure_breed,,I,2013,w,orange,2015,2015,3,1,3,puppy,41-50,40s,ROMAGNA WATER DOG
119526,41-50,w,2.0,24.0,Labrador Retriever,pure_breed,,I,2013,m,schwarz/grau,2015,2015,3,1,3,puppy,41-50,40s,LABRADOR RETRIEVER
119528,21-30,w,2.0,23.0,Yorkshire Terrier,pure_breed,,K,2013,m,schwarz/braun,2015,2015,3,1,3,puppy,11-30,20s,YORKSHIRE TERRIER
119529,51-60,m,6.0,61.0,Mischling klein,Mischling,,K,2009,m,weiss/beige,2015,2015,3,1,7,adult,51-60,50s,MISCHLING
119532,41-50,w,6.0,63.0,Irish Terrier,pure_breed,,I,2013,w,rot,2015,2015,3,1,3,puppy,41-50,40s,IRISH TERRIER
119533,31-40,w,2.0,21.0,Labrador Retriever,pure_breed,,I,2013,w,braun,2015,2015,2,1,3,puppy,31-40,30s,LABRADOR RETRIEVER
119539,41-50,w,10.0,101.0,Mittelpudel,pure_breed,,K,2013,m,black/tan,2015,2015,3,1,3,puppy,41-50,40s,POODLE
119569,21-30,w,11.0,111.0,Zwergspitz,Mischling,Pomeranian,K,2011,w,weiss,2015,2015,3,1,5,adult,11-30,20s,GERMAN SPITZ
119570,31-40,w,9.0,91.0,Belgischer Schäfer,pure_breed,,I,2011,m,schwarz,2015,2015,3,1,5,adult,31-40,30s,BELGIAN SHEPHERD DOG
119595,61-70,m,4.0,44.0,Appenzeller,Mischling,,I,2013,m,rot/weiss,2015,2015,3,1,3,puppy,61-70,60s,APPENZELL CATTLE DOG
119606,51-60,w,2.0,24.0,Kleinspitz,pure_breed,,K,2013,m,orange,2015,2015,3,1,3,puppy,51-60,50s,
119607,21-30,m,6.0,61.0,Mischling gross,Mischling,,I,2010,w,rot,2015,2015,3,1,6,adult,11-30,20s,MISCHLING
119609,51-60,w,3.0,33.0,Pinscher,Mischling,Papillon,K,2010,w,schwarz/braun,2015,2015,3,1,6,adult,51-60,50s,AFFENPINSCHER
119624,31-40,w,3.0,34.0,Mischling gross,Mischling,,I,2013,w,tricolor,2015,2015,3,1,3,puppy,31-40,30s,MISCHLING
119635,61-70,w,6.0,63.0,Mischling klein,Mischling,,K,2008,m,beige,2015,2015,3,1,8,adult,61-70,60s,MISCHLING
119638,21-30,w,11.0,115.0,Dackel,Mischling,Jack Russel Terrier,K,2009,w,schwarz/braun,2015,2015,3,1,7,adult,11-30,20s,DACHSHUND
119640,51-60,m,11.0,115.0,Flat Coated Retriever,pure_breed,,I,2009,m,schwarz,2015,2015,3,1,7,adult,51-60,50s,FLAT COATED RETRIEVER
119641,51-60,m,6.0,63.0,Entlebucher Sennenhund,pure_breed,,I,2001,w,tricolor,2015,2015,2,1,15,senior,51-60,50s,ENTLEBUCH CATTLE DOG
119688,61-70,w,3.0,33.0,Labrador Retriever,pure_breed,,I,2013,w,schwarz,2015,2015,1,1,3,puppy,61-70,60s,LABRADOR RETRIEVER
119703,41-50,w,9.0,92.0,Malteser,pure_breed,,K,2013,w,weiss,2015,2015,3,1,3,puppy,41-50,40s,MALTESE
119710,41-50,w,7.0,71.0,Yorkshire Terrier,pure_breed,,K,2009,w,black/tan,2015,2015,3,1,7,adult,41-50,40s,YORKSHIRE TERRIER
119714,41-50,m,2.0,21.0,Chihuahua,Mischling,,K,2009,m,weiss,2015,2015,3,1,7,adult,41-50,40s,CHIHUAHUA
119721,21-30,m,11.0,115.0,Weimaraner,pure_breed,,I,2013,m,beige/grau,2015,2015,3,1,3,puppy,11-30,20s,WEIMARANER
119722,41-50,m,7.0,74.0,Mischling gross,Mischling,,I,2009,w,blond/weiss,2015,2015,3,1,7,adult,41-50,40s,MISCHLING
119723,21-30,w,11.0,119.0,Chihuahua,pure_breed,,K,2014,m,schwarz/weiss,2015,2015,3,2,2,puppy,11-30,20s,CHIHUAHUA
119723,21-30,w,11.0,119.0,Chihuahua,pure_breed,,K,2013,w,braun,2015,2015,3,2,3,puppy,11-30,20s,CHIHUAHUA
119727,31-40,w,6.0,63.0,Miniature Bull Terrier,pure_breed,,K,2008,w,weiss,2015,2015,3,1,8,adult,31-40,30s,MINIATURE BULL TERRIER
119731,61-70,w,11.0,111.0,Malteser,pure_breed,,K,2013,m,weiss,2015,2015,3,1,3,puppy,61-70,60s,MALTESE
119738,21-30,w,6.0,61.0,Zwergspitz,pure_breed,,K,2013,w,weiss,2015,2015,3,2,3,puppy,11-30,20s,GERMAN SPITZ
119738,21-30,w,6.0,61.0,Zwergspitz,pure_breed,,K,2013,w,weiss,2015,2015,3,2,3,puppy,11-30,20s,GERMAN SPITZ
119750,21-30,m,10.0,102.0,Mischling klein,Mischling,,K,2013,w,hellbraun,2015,2015,3,1,3,puppy,11-30,20s,MISCHLING
119781,41-50,w,11.0,111.0,Mischling klein,Mischling,,K,2003,m,schwarz/braun,2015,2015,2,1,13,senior,41-50,40s,MISCHLING
119793,21-30,w,2.0,23.0,Chihuahua,pure_breed,,K,2013,m,braun/beige,2015,2015,3,1,3,puppy,11-30,20s,CHIHUAHUA
119794,41-50,w,12.0,123.0,Labrador Retriever,pure_breed,,I,2013,w,gelb,2015,2015,3,1,3,puppy,41-50,40s,LABRADOR RETRIEVER
119806,41-50,w,6.0,61.0,Zwergpudel,Mischling,Pudel,K,2010,w,weiss/beige,2015,2015,2,1,6,adult,41-50,40s,POODLE
119809,21-30,m,11.0,111.0,Französische Bulldogge,pure_breed,,K,2011,m,weiss,2015,2015,2,1,5,adult,11-30,20s,FRENCH BULLDOG
119810,61-70,w,3.0,33.0,Irish Wolfhound,Mischling,Setter,I,2004,m,tricolor,2015,2015,3,1,12,senior,61-70,60s,IRISH WOLFHOUND
119830,31-40,w,2.0,24.0,Labrador Retriever,Mischling,,I,2005,w,braun,2015,2015,1,1,11,senior,31-40,30s,LABRADOR RETRIEVER
119848,51-60,w,10.0,101.0,Mischling klein,Mischling,,K,2003,m,schwarz/braun,2015,2015,3,1,13,senior,51-60,50s,MISCHLING
119851,51-60,w,11.0,115.0,Chinese Crested,pure_breed,,K,2008,w,weiss/schwarz,2015,2015,3,3,8,adult,51-60,50s,CHINESE CRESTED DOG
119851,51-60,w,11.0,115.0,Pekingese,Mischling,,K,2001,w,braun/schwarz,2015,2015,3,3,15,senior,51-60,50s,PEKINGESE
119851,51-60,w,11.0,115.0,Chinese Crested,pure_breed,,K,2009,m,braun,2015,2015,3,3,7,adult,51-60,50s,CHINESE CRESTED DOG
119861,61-70,w,10.0,101.0,Yorkshire Terrier,Mischling,Chihuahua,K,2011,m,schwarz/braun,2015,2015,2,1,5,adult,61-70,60s,YORKSHIRE TERRIER
119863,31-40,m,3.0,31.0,Jack Russel Terrier,pure_breed,,K,2001,w,schwarz/weiss,2015,2015,1,1,15,senior,31-40,30s,JACK RUSSELL TERRIER
119866,51-60,w,7.0,72.0,Mischling klein,Mischling,,K,2000,w,beige/braun,2015,2015,3,1,16,senior,51-60,50s,MISCHLING
119869,71-80,m,12.0,122.0,Malteser,pure_breed,,K,2013,m,weiss,2015,2015,3,1,3,puppy,71+,70s,MALTESE
119881,31-40,w,12.0,123.0,Labrador Retriever,pure_breed,,I,2013,m,braun,2015,2015,3,1,3,puppy,31-40,30s,LABRADOR RETRIEVER
119884,21-30,w,3.0,31.0,Wasserhund,pure_breed,,I,2008,m,beige,2015,2015,3,1,8,adult,11-30,20s,FRENCH WATER DOG
119896,31-40,m,8.0,82.0,Labrador Retriever,Mischling,Schäfer,I,2012,m,braun/schwarz,2015,2015,2,1,4,adult,31-40,30s,LABRADOR RETRIEVER
119902,21-30,m,11.0,119.0,Entlebucher Sennenhund,pure_breed,,I,2004,w,tricolor,2015,2015,1,1,12,senior,11-30,20s,ENTLEBUCH CATTLE DOG
119904,61-70,w,3.0,33.0,Mischling gross,Mischling,,I,2013,w,schwarz/weiss,2015,2015,3,3,3,puppy,61-70,60s,MISCHLING
119904,61-70,w,3.0,33.0,Mischling klein,Mischling,,K,2012,w,braun/weiss,2015,2015,3,3,4,adult,61-70,60s,MISCHLING
119904,61-70,w,3.0,33.0,Mischling klein,Mischling,,K,2012,w,tricolor,2015,2015,3,3,4,adult,61-70,60s,MISCHLING
119916,21-30,w,11.0,115.0,Mischling klein,Mischling,,K,2013,w,braun,2015,2015,1,2,3,puppy,11-30,20s,MISCHLING
119916,21-30,w,11.0,115.0,Kleinspitz,Mischling,Mops,K,2009,m,beige,2015,2015,1,2,7,adult,11-30,20s,
119917,21-30,w,11.0,111.0,Pinscher,pure_breed,,K,2013,w,braun,2015,2015,2,1,3,puppy,11-30,20s,AFFENPINSCHER
119942,21-30,w,2.0,23.0,Mischling klein,Mischling,,K,2012,w,braun/weiss,2015,2015,2,1,4,adult,11-30,20s,MISCHLING
119944,21-30,m,2.0,23.0,Mischling klein,Mischling,,K,2013,w,schwarz/weiss,2015,2015,3,1,3,puppy,11-30,20s,MISCHLING
119947,21-30,w,11.0,119.0,Zwergspitz,Mischling,Pomeranian,K,2011,w,weiss,2015,2015,3,1,5,adult,11-30,20s,GERMAN SPITZ
119950,31-40,m,2.0,23.0,Chow Chow,pure_breed,,I,2013,m,braun,2015,2015,2,1,3,puppy,31-40,30s,CHOW CHOW
119966,41-50,w,7.0,72.0,Deutscher Schäfer,pure_breed,,I,2012,w,schwarz/braun,2015,2015,3,1,4,adult,41-50,40s,GERMAN SHEPHERD DOG
119967,41-50,w,7.0,71.0,English Toy Terrier,pure_breed,,K,2013,w,black/tan,2015,2015,3,1,3,puppy,41-50,40s,ENGLISH TOY TERRIER (BLACK &TAN)
119968,21-30,w,9.0,92.0,Chihuahua,pure_breed,,K,2009,m,schwarz/braun/weiss,2015,2015,3,1,7,adult,11-30,20s,CHIHUAHUA
119975,31-40,w,5.0,52.0,Französische Bulldogge,pure_breed,,K,2013,m,beige,2015,2015,2,1,3,puppy,31-40,30s,FRENCH BULLDOG
119993,31-40,m,12.0,123.0,Zwergpinscher,pure_breed,,K,2005,m,schwarz/braun,2015,2015,3,1,11,senior,31-40,30s,MINIATURE PINSCHER
120000,31-40,w,9.0,91.0,Prager Rattler,pure_breed,,K,2009,m,schwarz,2015,2015,2,1,7,adult,31-40,30s,PRAGUE RATTER
120001,41-50,m,9.0,92.0,Golden Retriever,pure_breed,,I,2013,m,creme,2015,2015,3,1,3,puppy,41-50,40s,GOLDEN RETRIEVER
120002,51-60,m,9.0,92.0,Pit Bull Terrier,pure_breed,,II,2003,w,gestromt,2015,2015,3,1,13,senior,51-60,50s,BULL TERRIER
120011,41-50,w,10.0,101.0,Jack Russel Terrier,pure_breed,,K,2013,m,weiss/braun,2015,2015,3,1,3,puppy,41-50,40s,JACK RUSSELL TERRIER
120035,21-30,w,4.0,42.0,Mops,Mischling,Pekingese,K,2013,w,beige,2015,2015,3,1,3,puppy,11-30,20s,PUG
120041,51-60,w,7.0,72.0,Französische Bulldogge,pure_breed,,K,2013,w,weiss/grau,2015,2015,3,1,3,puppy,51-60,50s,FRENCH BULLDOG
120054,51-60,w,3.0,33.0,Zwergspitz,Mischling,Pomeranian,K,2013,m,creme,2015,2015,3,1,3,puppy,51-60,50s,GERMAN SPITZ
120055,31-40,w,9.0,92.0,Chihuahua,pure_breed,,K,2013,w,weiss/creme,2015,2015,3,1,3,puppy,31-40,30s,CHIHUAHUA
120058,41-50,m,7.0,72.0,Rhodesian Ridgeback,pure_breed,,I,2012,m,braun,2015,2015,3,1,4,adult,41-50,40s,RHODESIAN RIDGEBACK
120085,21-30,m,10.0,102.0,Labrador Retriever,Mischling,Golden Retriever,I,2012,w,schwarz,2015,2015,3,1,4,adult,11-30,20s,LABRADOR RETRIEVER
120088,31-40,w,5.0,51.0,Zwergpinscher,Mischling,,K,2013,w,schwarz/weiss,2015,2015,3,1,3,puppy,31-40,30s,MINIATURE PINSCHER
120090,21-30,w,11.0,111.0,Cocker Spaniel,Mischling,Jack Russel Terrier,K,2013,m,schwarz,2015,2015,3,1,3,puppy,11-30,20s,AMERICAN COCKER SPANIEL
120094,31-40,m,9.0,92.0,Golden Retriever,pure_breed,,I,2005,m,golden,2015,2015,2,1,11,senior,31-40,30s,GOLDEN RETRIEVER
120097,41-50,w,9.0,92.0,Malteser,pure_breed,,K,2013,m,weiss,2015,2015,1,1,3,puppy,41-50,40s,MALTESE
120105,31-40,w,7.0,71.0,Chinese Crested,pure_breed,,K,2006,m,weiss/grau,2015,2015,3,2,10,senior,31-40,30s,CHINESE CRESTED DOG
120105,31-40,w,7.0,71.0,Chinese Crested,pure_breed,,K,2014,m,grau/weiss,2015,2015,3,2,2,puppy,31-40,30s,CHINESE CRESTED DOG
120123,31-40,w,6.0,63.0,Mischling klein,Mischling,,K,2013,w,schwarz,2015,2015,3,1,3,puppy,31-40,30s,MISCHLING
120141,21-30,w,4.0,44.0,Yorkshire Terrier,pure_breed,,K,2013,m,schwarz/beige,2015,2015,3,1,3,puppy,11-30,20s,YORKSHIRE TERRIER
120153,41-50,w,5.0,51.0,Grosspudel,pure_breed,,I,2010,w,braun,2015,2015,3,2,6,adult,41-50,40s,POODLE
120153,41-50,w,5.0,51.0,Grosspudel,pure_breed,,I,2010,w,braun,2015,2015,3,2,6,adult,41-50,40s,POODLE
120158,51-60,w,11.0,119.0,Schäfer,Mischling,,I,2003,m,braun/schwarz/grau,2015,2015,3,1,13,senior,51-60,50s,GERMAN SHEPHERD DOG
120165,21-30,w,9.0,92.0,Appenzeller Sennenhund,Mischling,,I,2010,m,tricolor,2015,2015,3,1,6,adult,11-30,20s,APPENZELL CATTLE DOG
120174,21-30,w,2.0,21.0,Mops,pure_breed,,K,2012,m,schwarz,2015,2015,3,1,4,adult,11-30,20s,PUG
120177,51-60,w,7.0,74.0,Schäfer,pure_breed,,I,2011,w,schwarz/gelb,2015,2015,3,1,5,adult,51-60,50s,GERMAN SHEPHERD DOG
120188,51-60,w,2.0,21.0,Jack Russel Terrier,pure_breed,,K,2000,m,tricolor,2015,2015,2,1,16,senior,51-60,50s,JACK RUSSELL TERRIER
120189,31-40,w,3.0,34.0,Mischling klein,Mischling,,K,2012,w,weiss/beige,2015,2015,3,1,4,adult,31-40,30s,MISCHLING
120191,51-60,w,6.0,63.0,Lagotto Romagnolo,pure_breed,,I,2014,w,bianco-aranico,2015,2015,3,1,2,puppy,51-60,50s,ROMAGNA WATER DOG
120193,31-40,m,6.0,61.0,Labrador Retriever,pure_breed,,I,2014,m,dunkelbraun,2015,2015,3,1,2,puppy,31-40,30s,LABRADOR RETRIEVER
120204,31-40,w,11.0,111.0,Mops,pure_breed,,K,2013,m,schwarz/weiss,2015,2015,3,1,3,puppy,31-40,30s,PUG
120224,81-90,w,7.0,72.0,Tibet Terrier,pure_breed,,K,2001,w,black/tan,2015,2015,3,1,15,senior,71+,80s,TIBETAN TERRIER
120233,41-50,w,3.0,34.0,Labrador Retriever,pure_breed,,I,2001,m,schwarz,2015,2015,2,1,15,senior,41-50,40s,LABRADOR RETRIEVER
120247,61-70,w,3.0,31.0,Chihuahua,pure_breed,,K,2012,m,weiss,2015,2015,3,1,4,adult,61-70,60s,CHIHUAHUA
120267,11-20,w,9.0,92.0,Husky,Mischling,Tschechoslowakischer Wolfshund,I,2013,m,beige/rot,2015,2015,3,1,3,puppy,11-30,10s,SIBERIAN HUSKY
120268,61-70,w,8.0,83.0,Puli,pure_breed,,K,2001,w,schwarz,2015,2015,3,1,15,senior,61-70,60s,PULI
120269,21-30,m,12.0,122.0,Yorkshire Terrier,pure_breed,,K,2012,m,black/tan,2015,2015,3,1,4,adult,11-30,20s,YORKSHIRE TERRIER
120275,21-30,m,11.0,115.0,Labrador Retriever,Mischling,,I,2008,w,schwarz/weiss,2015,2015,3,1,8,adult,11-30,20s,LABRADOR RETRIEVER
120277,61-70,m,2.0,21.0,Schäfer,Mischling,,I,2007,w,braun/schwarz,2015,2015,3,1,9,senior,61-70,60s,GERMAN SHEPHERD DOG
120282,31-40,w,11.0,111.0,Mischling klein,Mischling,,K,2007,w,weiss,2015,2015,3,1,9,senior,31-40,30s,MISCHLING
120287,21-30,w,2.0,23.0,Old Englische Bulldogge,pure_breed,,I,2013,m,schwarz/weiss,2015,2015,2,1,3,puppy,11-30,20s,FRENCH BULLDOG
120303,21-30,w,12.0,122.0,Malteser,pure_breed,,K,2014,m,weiss,2015,2015,3,1,2,puppy,11-30,20s,MALTESE
120314,21-30,m,9.0,92.0,Jack Russel Terrier,pure_breed,,K,2011,m,tricolor,2015,2015,3,1,5,adult,11-30,20s,JACK RUSSELL TERRIER
120315,21-30,w,7.0,74.0,Jack Russel Terrier,Mischling,,K,2013,w,tricolor,2015,2015,3,1,3,puppy,11-30,20s,JACK RUSSELL TERRIER
120316,21-30,w,11.0,119.0,Mops,pure_breed,,K,2013,m,schwarz,2015,2015,2,1,3,puppy,11-30,20s,PUG
120319,31-40,w,11.0,119.0,Tibet Terrier,pure_breed,,K,2003,m,weiss/schwarz,2015,2015,2,1,13,senior,31-40,30s,TIBETAN TERRIER
120320,71-80,w,11.0,119.0,Bergamasker,Mischling,,I,2001,w,grau/schwarz,2015,2015,2,1,15,senior,71+,70s,BERGAMASCO SHEPHERD DOG
120328,41-50,m,4.0,42.0,Pudel,Mischling,,K,2001,m,weiss,2015,2015,3,1,15,senior,41-50,40s,POODLE
120329,41-50,w,4.0,42.0,Pudel,Mischling,,K,2001,w,creme,2015,2015,2,1,15,senior,41-50,40s,POODLE
120330,41-50,m,7.0,73.0,Golden Retriever,pure_breed,,I,2012,w,weiss,2015,2015,3,1,4,adult,41-50,40s,GOLDEN RETRIEVER
120364,31-40,w,11.0,119.0,Appenzeller Sennenhund,Mischling,,I,2011,w,schwarz/weiss/braun,2015,2015,3,1,5,adult,31-40,30s,APPENZELL CATTLE DOG
120365,21-30,m,6.0,63.0,Rottweiler,pure_breed,,I,2006,w,schwarz/braun,2015,2015,2,1,10,senior,11-30,20s,ROTTWEILER
120392,71-80,w,9.0,92.0,Kuvasz,pure_breed,,I,2007,w,weiss,2015,2015,3,1,9,senior,71+,70s,KUVASZ
120399,41-50,w,7.0,73.0,Yorkshire Terrier,pure_breed,,K,2009,w,black/tan,2015,2015,3,2,7,adult,41-50,40s,YORKSHIRE TERRIER
120399,41-50,w,7.0,73.0,Groenendael,pure_breed,,I,2012,w,schwarz,2015,2015,3,2,4,adult,41-50,40s,BELGIAN SHEPHERD DOG
120408,31-40,w,11.0,115.0,Mops,pure_breed,,K,2014,m,beige,2015,2015,3,1,2,puppy,31-40,30s,PUG
120416,61-70,w,12.0,123.0,Labrador Retriever,Mischling,Golden Retriever,I,2010,m,schwarz,2015,2015,3,1,6,adult,61-70,60s,LABRADOR RETRIEVER
120417,31-40,w,4.0,42.0,Französische Bulldogge,pure_breed,,K,2004,m,schwarz,2015,2015,3,1,12,senior,31-40,30s,FRENCH BULLDOG
120419,41-50,w,1.0,13.0,Mischling gross,Mischling,,I,2009,m,braun/weiss,2015,2015,1,1,7,adult,41-50,40s,MISCHLING
120420,61-70,m,7.0,71.0,Mischling klein,Mischling,,K,2011,w,braun,2015,2015,3,1,5,adult,61-70,60s,MISCHLING
120430,51-60,m,10.0,101.0,Mischling klein,Mischling,,K,2012,w,weiss/braun/schwarz,2015,2015,3,1,4,adult,51-60,50s,MISCHLING
120433,51-60,m,4.0,42.0,Thai Ridgeback,Mischling,,I,2011,w,grau/schwarz,2015,2015,3,1,5,adult,51-60,50s,THAI RIDGEBACK DOG
120440,41-50,m,2.0,21.0,Bretonischer Spaniel,pure_breed,,I,2009,m,braun/weiss,2015,2015,3,2,7,adult,41-50,40s,BRITTANY SPANIEL
120440,41-50,m,2.0,21.0,Bretonischer Spaniel,pure_breed,,I,2009,m,braun/weiss,2015,2015,3,2,7,adult,41-50,40s,BRITTANY SPANIEL
120441,21-30,m,12.0,122.0,Chihuahua,pure_breed,,K,2013,m,beige,2015,2015,3,1,3,puppy,11-30,20s,CHIHUAHUA
120442,71-80,w,7.0,72.0,Zwergdachshund,pure_breed,,K,2008,w,saufarben,2015,2015,1,1,8,adult,71+,70s,DACHSHUND
120444,21-30,w,11.0,119.0,Appenzeller Sennenhund,Mischling,Shetland Sheepdog,I,2011,w,tricolor,2015,2015,2,1,5,adult,11-30,20s,APPENZELL CATTLE DOG
120452,21-30,w,7.0,74.0,Jack Russel Terrier,pure_breed,,K,2005,w,tricolor,2015,2015,1,1,11,senior,11-30,20s,JACK RUSSELL TERRIER
120453,61-70,w,11.0,115.0,Mischling klein,Mischling,,K,2003,w,weiss,2015,2015,3,1,13,senior,61-70,60s,MISCHLING
120464,41-50,m,6.0,61.0,Labrador Retriever,Mischling,Poodle,I,2014,m,schwarz,2015,2015,2,1,2,puppy,41-50,40s,LABRADOR RETRIEVER
120466,31-40,w,5.0,51.0,Rottweiler,Mischling,,I,2005,w,schwarz/braun,2015,2015,3,2,11,senior,31-40,30s,ROTTWEILER
120466,31-40,w,5.0,51.0,Mischling gross,Mischling,,I,2000,m,schwarz/braun/weiss,2015,2015,3,2,16,senior,31-40,30s,MISCHLING
120469,41-50,w,9.0,91.0,Labrador Retriever,Mischling,,I,2005,w,schwarz,2015,2015,3,1,11,senior,41-50,40s,LABRADOR RETRIEVER
120471,51-60,m,11.0,119.0,Jack Russel Terrier,Mischling,,K,2012,w,schwarz/weiss/braun,2015,2015,3,1,4,adult,51-60,50s,JACK RUSSELL TERRIER
120479,31-40,m,2.0,24.0,Französische Bulldogge,pure_breed,,K,2009,m,gestromt,2015,2015,3,1,7,adult,31-40,30s,FRENCH BULLDOG
120564,21-30,w,4.0,42.0,Galgo Español,pure_breed,,I,2009,w,braun gestromt,2015,2015,2,1,7,adult,11-30,20s,SPANISH GREYHOUND
120565,21-30,w,7.0,72.0,Französische Bulldogge,pure_breed,,K,2010,m,schwarz/weiss,2015,2015,3,1,6,adult,11-30,20s,FRENCH BULLDOG
120568,41-50,w,6.0,63.0,Irish Soft Coated Wheaten Terrier,pure_breed,,I,2013,w,beige,2015,2015,3,1,3,puppy,41-50,40s,IRISH SOFT COATED WHEATEN TERRIER
120574,71-80,w,1.0,13.0,Französische Bulldogge,pure_breed,,K,2010,w,gestromt,2015,2015,3,1,6,adult,71+,70s,FRENCH BULLDOG
120575,31-40,w,12.0,123.0,Rhodesian Ridgeback,pure_breed,,I,2012,m,braun,2015,2015,1,1,4,adult,31-40,30s,RHODESIAN RIDGEBACK
120581,41-50,w,8.0,82.0,Jack Russel Terrier,pure_breed,,K,2010,m,weiss/rot,2015,2015,1,1,6,adult,41-50,40s,JACK RUSSELL TERRIER
120583,41-50,m,4.0,42.0,Pinscher,pure_breed,,K,2009,m,schwarz,2015,2015,3,1,7,adult,41-50,40s,AFFENPINSCHER
120584,21-30,w,10.0,101.0,Französische Bulldogge,pure_breed,,K,2011,m,schwarz gestromt,2015,2015,1,1,5,adult,11-30,20s,FRENCH BULLDOG
120598,31-40,w,11.0,119.0,Zwergpudel,pure_breed,,K,2009,w,schwarz,2015,2015,1,1,7,adult,31-40,30s,POODLE
120602,31-40,w,6.0,61.0,Mischling gross,Mischling,,I,2013,m,hellbraun,2015,2015,3,1,3,puppy,31-40,30s,MISCHLING
120604,81-90,w,7.0,74.0,Bolonka Zwetna,pure_breed,,K,2008,m,braun,2015,2015,3,1,8,adult,71+,80s,RUSSIAN TSVETNAYA BOLONKA
120605,41-50,w,7.0,74.0,Golden Retriever,pure_breed,,I,2013,w,golden,2015,2015,3,1,3,puppy,41-50,40s,GOLDEN RETRIEVER
120632,21-30,w,2.0,21.0,Chihuahua,pure_breed,,K,2014,m,tricolor,2015,2015,3,2,2,puppy,11-30,20s,CHIHUAHUA
120632,21-30,w,2.0,21.0,Chihuahua,pure_breed,,K,2014,m,braun/weiss,2015,2015,3,2,2,puppy,11-30,20s,CHIHUAHUA
120635,31-40,m,9.0,92.0,Jack Russel Terrier,pure_breed,,K,2012,m,tricolor,2015,2015,1,1,4,adult,31-40,30s,JACK RUSSELL TERRIER
120641,21-30,m,7.0,71.0,Golden Retriever,pure_breed,,I,2013,m,blondfarben,2015,2015,1,1,3,puppy,11-30,20s,GOLDEN RETRIEVER
120656,31-40,m,10.0,101.0,Schäfer,Mischling,,I,2005,w,tricolor,2015,2015,3,1,11,senior,31-40,30s,GERMAN SHEPHERD DOG
120659,41-50,m,7.0,73.0,Labrador Retriever,Mischling,Poodle,I,2013,w,braun,2015,2015,3,1,3,puppy,41-50,40s,LABRADOR RETRIEVER
120669,41-50,w,1.0,13.0,Jack Russel Terrier,pure_breed,,K,2002,w,braun/weiss,2015,2015,3,2,14,senior,41-50,40s,JACK RUSSELL TERRIER
120669,41-50,w,1.0,13.0,Dackel,Mischling,,K,2014,m,hellbraun,2015,2015,3,2,2,puppy,41-50,40s,DACHSHUND
120674,11-20,m,2.0,21.0,Schäfer,Mischling,,I,2013,w,beige/schwarz,2015,2015,2,1,3,puppy,11-30,10s,GERMAN SHEPHERD DOG
